Premise Name,Company Brand Name,Address,Halal Certification Expiry Date,Halal Certification Body
DOMINOS PIZZA BBL,DOMMAL FOOD SERVICES SDN BHD,"LOT 2406 & 2407 JALAN 1A/3 BANDAR BARU SG.BULOH, SEKSYEN U20",2018-04-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA BDP,DOMMAL FOOD SERVICES SDN BHD,"A-G-02, BLOCK A NEO DAMANSARA JLN PJU 8/1, BANDAR DAMANSARA PERDANA PETALING JAYA",2019-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA BDR SRI DAMANSARA (WSD),DOMMAL FOOD SERVICES SDN BHD,"G7, WISMA KSCH, 3 JLN CEMPAKA, SD12/1A, BDR SRI DAMANSARA, PJU 9,",2023-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA BUKIT BARU (MBB),DOMMAL FOOD SERVICES SDN BHD,"NO.25, 25-1 & 25-2, JALAN KPAA 1, KOMPLEKS PERNIAGAAN AL-AZIM, BUKIT BARU",2021-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA BUKIT JELUTONG (BJE),DOMMAL FOOD SERVICES SDN BHD,"2G, JALAN SERAMBI U8/24, BUKIT JELUTONG, SHAH ALAM",2021-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA BUKIT MERTAJAM,DOMMAL FOOD SERVICES SDN BHD,"36, LORONG SRI JAYA, TAMAN SRI JAYA, BUKIT MERTAJAM PULAU PINANG",2017-12-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA BURMA ROAD (PBR),DOMMAL FOOD SERVICES SDN BHD,"NO 401, JALAN BURMA , PULAU TIKUS",2023-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA CYBERJAYA 2 (WC2),DOMMAL FOOD SERVICES SDN BHD,"LOT NO. 15-1, GALLERIA CYBERJAYA, JALAN TEKNOKRAT 6 CYBER 5, CYBERJAYA",2021-07-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA DAMANSARA HEIGHTS ( WDH ),DOMMAL FOOD SERVICES SDN BHD,"NO. 42, GRD FLOOR, JALAN MEDAN SETIA 2, DAMANSARA HEIGHTS,",2021-05-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA GREENLANE (PGL),DOMMAL FOOD SERVICES SDN BHD,"NO.3-G-13, LORONG DELIMA 20, DES MUTIARA, OFF JLN YAP CHOR EE, GELUGOR",2021-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA GUNUNG RAPAT  (AGR),DOMMAL FOOD SERVICES SDN BHD,"250, JALAN RAJA DR NAZRIN SHAH IPOH",2023-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA GUNUNG RAPAT  AGR),DOMMAL FOOD SERVICES SDN BHD,"250, JALAN RAJA DR NAZRIN SHAH IPOH",2021-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA HULU LANGAT (BHL),DOMMAL FOOD SERVICES SDN BHD,"NO. 38, GROUND FLOOR, JALAN SERI MAS 1 TAMAN SERI MAS HULU LANGAT, SELANGOR.",2023-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA INDERA MAHKOTA (CIM),DOMMAL FOOD SERVICES SDN BHD,"NO A1, GF JALAN IM 7/3 SURIA ATABARA BANDAR INDERA MAHKOTA, KUANTAN",2022-10-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA JALAN HAMZAH ( DJH ),DOMMAL FOOD SERVICES SDN BHD,55 JALAN USJ 9/5SSUBANG BUSINESS CENTRE47610 SUBANG JAYASELANGOR,2021-05-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA JALAN IPOH ( WJI ),DOMMAL FOOD SERVICES SDN BHD,"1.G.6 KOMPLEKS KANTONMEN PRIMA, NO 698, JALAN IPOH",2022-01-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA JELATEK (WDJ),DOMMAL FOOD SERVICES SDN BHD,"G-05, DATARAN JELATEK JALAN JELATEK 54200 KUALA LUMPUR",2023-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA JITRA (KJT),DOMMAL FOOD SERVICES SDN BHD,"NO. 2-A, BANDAR DARULAMAN JAYA,",2021-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA KEMAMAN (TKE),DOMMAL FOOD SERVICES SDN BHD,"K18543, GROUND & FIRST FLOOR, JALAN KUBANG KURUS,  TAMAN BERSEKUTU CUKAI,",2025-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA KINTA CITY (AKC),DOMMAL FOOD SERVICES SDN BHD,"69A & 69B, JALAN MEDAN IPOH 1A, MEDAN IPOH BISTARI",2023-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA KLUANG (JKL),DOMMAL FOOD SERVICES SDN BHD,"GRD, 1ST & 2ND FLOOR, NO. 6 JLN SYED ABDUL HAMID SAGAFF, KLUANG",2021-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA KOTA BHARU ( DJH ),DOMMAL FOOD SERVICES SDN BHD,"55 JALAN USJ 9/5S
SUBANG BUSINESS CENTRE
47610 SUBANG JAYA
SELANGOR",2025-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA KOTA BHARU 1 ( DJH ),DOMMAL FOOD SERVICES SDN BHD,55 JALAN USJ 9/5SSUBANG BUSINESS CENTRE47610 SUBANG JAYASELANGOR,2023-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA KOTA BHARU 2 (DKK),DOMMAL FOOD SERVICES SDN BHD,NO PT1678 TINGKAT BAWAH JALAN RAJA PEREMPUAN ZAINAB II KUBANG KERIAN,2023-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA KOTA TINGGI (JKT),DOMMAL FOOD SERVICES SDN BHD,"PTB 5729, BLK A/ LOT 5, JALANN SRI WARISAN 1, KOTA HERITAGE COMMERCIAL CENTRE,",2022-02-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA KUALA TERENGGANU (TKT),DOMMAL FOOD SERVICES SDN BHD,"NO.1D & 1E, GROUND & MEZZANINE FLOOR, JALAN AIR JERNIH, 20300 KUALA TERENGGANU",2021-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA KUBANG KERIAN (DKK),DOMMAL FOOD SERVICES SDN BHD,NO PT1678 TINGKAT BAWAH JALAN RAJA PEREMPUAN ZAINAB II KUBANG KERIAN,2021-05-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA MALURI (WML),DOMMAL FOOD SERVICES SDN BHD,"138, GRD FLR, JALAN JEJAKA, TAMAN MALURI, KUALA LUMPUR",2021-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA MANJALARA,DOMMAL FOOD SERVICES SDN BHD,"67, GROUND FLOOR, JALAN 3/62A, BANDAR MANJALARA, KEPONG KUALA LUMPUR",2017-12-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA MELAWATI (WME),DOMMAL FOOD SERVICES SDN BHD,"235, JALAN BANDAR 13, TAMAN MELAWATI, KUALA LUMPUR",2021-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA MERDEKA PERMAI (MMP),DOMMAL FOOD SERVICES SDN BHD,"NO. 1, 1-1 & 1-2, JALAN MP1, TAMAN MERDEKA PERMAI, BATU BERENDAM,",2021-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA MERSING (JMR),DOMMAL FOOD SERVICES SDN BHD,"NO. 2, JALAN ISMAIL,",2023-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA MUTIARA SUBANG (BMS),DOMMAL FOOD SERVICES SDN BHD,"NO 19 G, JALAN MUTIARA SUBANG 1, TAMAN MUTIARA SUBANG SUBANG JAYA",2022-02-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA NUSA BISTARI ( JNB ),DOMMAL FOOD SERVICES SDN BHD,"77G, JALAN BESTARI 1/5, TAMAN NUSA BESTARI SKUDAI",2021-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA PANDAN INDAH (WPI),DOMMAL FOOD SERVICES SDN BHD,"L2/57, GROUND FLOOR, PANDAN KAPITAL, JALAN PANDAN INDAH,",2021-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA PANTAI HILL PARK (WPH),DOMMAL FOOD SERVICES SDN BHD,"1-21, CENTRIO, PANTAI HILLPARK",2023-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA PERMAS JAYA (JPJ),DOMMAL FOOD SERVICES SDN BHD,"NO.12, (GROUND FLOOR) JALAN PERMAS 10, BANDAR BARU PERMAS JAYA, MASAI, JOHOR",2023-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA PLAZA CRYSTALVILLE (WPC),DOMMAL FOOD SERVICES SDN BHD,"UNIT B2, GROUND FLOOR, PLAZA CRYSTALVILLE, SETAPAK,",2023-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA PORT KLANG ( BPK ),DOMMAL FOOD SERVICES SDN BHD,"NO.170, PERSIARAN RAJA MUDA MUSA, PORT KLANG, SELANGOR DARUL EHSAN",2023-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA PUCHONG JAYA (BPJ),DOMMAL FOOD SERVICES SDN BHD,"NO.29, JALAN KENARI 1, BANDAR PUCHONG JAYA, PUCHONG",2021-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA PUTRA NILAI (NPN),DOMMAL FOOD SERVICES SDN BHD,"PT 7437 JLN BBN 1/2F, PUTRA NILAI, NILAI",2021-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA PUTRAJAYA (WP1),DOMMAL FOOD SERVICES SDN BHD,T00-U06 BLOCK C JLN P8 B PRECINT 8 PUTRAJAYA,2021-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA RAWANG MAISON (BRM),DOMMAL FOOD SERVICES SDN BHD,"NO. 6-1, JALAN MAISONS 1, PUSAT PERDAGANGAN MAISONS 1, RAWANG,",2022-02-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA SENAWANG (NSE),DOMMAL FOOD SERVICES SDN BHD,"NO 139G, TAIPAN, JALAN TAMAN KOMERSIL SENAWANG 1, TAMAN KOMERSIL SENAWANG",2021-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA SEREMBAN 2 (NS2),DOMMAL FOOD SERVICES SDN BHD,"335, (G1 &G2) JLN S2 B8, SEKSYEN B, SEREMBAN 2",2021-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA SERI KEMBANGAN (BSK),DOMMAL FOOD SERVICES SDN BHD,"GROUND FLOOR, NO. 19, JALAN PERUSAHAAN 2 SERI KEMBANGAN",2022-02-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA SHAH ALAM B (BSB),DOMMAL FOOD SERVICES SDN BHD,"NO. 65, JALAN PELABUR B 23/B, SEKSYEN 23,",2025-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA SJMC (BSJ),DOMMAL FOOD SERVICES SDN BHD,"NO.1, GROUND FLOOR, JALAN SS 12/1B, SUBANG JAYA",2022-02-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA SUNWAY (BSW),DOMMAL FOOD SERVICES SDN BHD,"48, GRD FLR, JALAN PJS 8/2 MENTARI BUSINESS PARK BANDAR SUNWAY",2023-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA SUNWAY PRIMA  (PSP),DOMMAL FOOD SERVICES SDN BHD,B-19A LINTANG SUNGAI TIRAM MK12 BAYAN LEPAS BAYAN LEPAS,2021-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA TAIPING (ATP),DOMMAL FOOD SERVICES SDN BHD,NO. 76-F JALAN TUPAI TAIPING,2023-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA TAMAN CONNAUGHT(WTC),DOMMAL FOOD SERVICES SDN BHD,"133, GROUND FLOOR, JALAN SARJANA, TAMAN CONNAUGHT, CHERAS",2021-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA TAMAN DESA (WTD),DOMMAL FOOD SERVICES SDN BHD,"NO.13A, GROUND FLOOR, FABER PLAZA JALAN DESA JAYA, TAMAN DESA, KUALA LUMPUR",2021-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA TAMAN GAYA (JGY),DOMMAL FOOD SERVICES SDN BHD,"NO. 5, JALAN SASA 6, TAMAN GAYA, ULU TIRAM,",2021-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA TAMAN MELODIES (JMM),DOMMAL FOOD SERVICES SDN BHD,"67, GROUND FLOOR, JALAN MERANTI MERAH, TAMAN KEBUN TEH, JOHOR BAHRU,",2023-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA TAMAN TAS (CTT),DOMMAL FOOD SERVICES SDN BHD,"LOT 4806 MUKIM BATU,JALAN KEPONG,KEPONG 52100 KUALA LUMPUR",2022-02-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA TAMAN TUN (WTT),DOMMAL FOOD SERVICES SDN BHD,"NO 10, JALAN TUN MOHD FUAD, TAMAN TUN DR. ISMAIL,",2021-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA THE WELD (WTW),DOMMAL FOOD SERVICES SDN BHD,"LOT L1-13, LEVEL 1, THE WELD, 76, JALAN RAJA CHULAN",2021-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA USJ 1 (BU1),DOMMAL FOOD SERVICES SDN BHD,"NO.1G, JALAN USJ 1/1B, REGALIA BUSINESS CENTRE USJ 1, UEP, SUBANG JAYA",2023-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA WANGSA MAJU (WWM),DOMMAL FOOD SERVICES SDN BHD,"BLOK 1A, 5-G, JALAN WANGSA DELIMA 13,   WANGSA MAJU,",2025-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA YAM TUAN (NYT),DOMMAL FOOD SERVICES SDN BHD,"30, GRD FLR, JALAN YAM TUAN, SEREMBAN",2021-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMMAL FOOD SERVICE TAMAN SEJATI (BTS),DOMMAL FOOD SERVICES SDN BHD,"NO. 44 & 46, JALAN BENDAHARA 1/KS7, TAMAN SEJATI,",2021-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMNO'S PIZZA PORT KLANG (BPK),DOMMAL FOOD SERVICES SDN BHD,"NO.170, PERSIARAN RAJA MUDA MUSA, PELABUHAN KLANG,",2023-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMNO'S PIZZA SHAH ALAM B (BSB),DOMMAL FOOD SERVICES SDN BHD,"NO. 65, JALAN PELABUR B 23/B, SEKSYEN 23, SHAH ALAM,",2025-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DONDANG SAYANG COFFEE HOUSE KITCHEN,"MING COURT HOTEL (KL) SDN BHD (CORUS HOTEL, KUALA LUMPUR)","CORUS HOTEL KUALA LUMPURJALAN AMPANG, 50450 KUALA LUMPUR",2022-08-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DONT YELL AT ME KL EAST MALL,INTERASIA EPITOME SDN BHD,"G3-29, GROUND FLOOR 3, KL EAST MALL, 823, JALAN LINGKARAN TENGAH 2, KL TIMUR, 53100 KUALA LUMPUR.",2023-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DONT YELL AT ME MID VALLEY,INTERASIA EPITOME SDN BHD,"LG-056, LOWER GROUND FLOOR, MID VALLEY MEGAMALL, MID VALLEY CITY, LINGKARAN SYED PUTRA,",2025-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DORMANI HOTEL,SATT TRAINING & CONSULTANCY SERVICES SDN BHD,LOT 68 JALAN DATUK AJIBAH ABOL,2019-01-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DORSET CAFE KITCHEN,DORSET BOUTIQUE HOTEL S/B,"GROUND - THIRD FLOOR, LOTS 2086 - 2089, SECTION 60, KTLD, JALAN SEKAMA",2022-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DORSETT CORNER KITCHEN,DORSETT REGENCY HOTEL (M) SDN BHD,172 JALAN IMBI,2024-08-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DPULZE CYBERJAYA,LOOB INTEGRATED SDN BHD,"DPULZE SHOPPING CENTER, UG-06A, DPULZE, LINGKARAN CYBER POINT TIMUR, CYBER 12, 63000 CYBERJAYA.",2024-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DR CHEF MANAGEMENT SDN BHD,DRCHEF MANAGEMENT SDN BHD,"LOT 142, 244, S/L 26, NO.9,  TINGKAT BAWAH,  LORONG SATRIA 2B",2024-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DRAGON INN (1995),DRAGON INN (1995),"NO.60 JALAN MASJID LAMA,  P.O.BOX 838",2025-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DREAMTEL CAFE,DREAM TEL MANAGEMENT SDN. BHD.,5 JALAN PADANG,2021-03-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DREAMTEL CAFE KITCHEN,DREAM TEL MANAGEMENT SDN. BHD.,DREAMTEL KOTA KINABALU 5 JALAN PADANG,2021-03-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DRINK & FRESH PIZZA COUNTER-AEON IPOH KLEBANG,AEON CO. (M) BHD,"AEON IPOH KLEBANG, LOT 12080, KLEBANG PERDANA, CHEMOR PERAK,",2021-09-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DRINK & FRESH PIZZA COUNTER-AEON KOTA BHARU,AEON CO. (M) BHD,"AEON KOTA BHARU, KG SIREH, JALAN JAMBATAN SULTAN YAHYA PETRA, KOTA BHARU, KELANTAN",2023-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DRINK & FRESH PIZZA COUNTER-AEON SHAH ALAM,AEON CO. (M) BHD,"AEON SHAH ALAM, 1, JALAN AKUATIK 13/64, PERSIARAN AKUATIK, SEKSYEN 13,",2021-09-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DRINK & PIZZA COUNTER-AEON BANDAR UTAMA,AEON CO. (M) BHD,"LOT G125, GF, 1 UTAMA SHOPP CTR NO 1 LEBUH BDR UTAMA BDR UTAMA",2023-09-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DRINK & PIZZA COUNTER-AEON KLEBANG,AEON CO. (M) BHD,LOT 12080 AEON MALL IPOH KLEBANG JALAN KUALA KANGSAR,2023-08-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DRINK & PIZZA COUNTER-AEON MIDVALLEY,AEON CO. (M) BHD,"AEON MIDVALLEY, MID VALLEY MEGAMALL, MID VALLEY CITY, LINGKARAN SYED PUTRA,",2023-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DRINK COUNTER (AEON TEBRAU CITY),AEON CO. (M) BHD,"AEON CO. (M) BHD. AEON TEBRAU CITY NO. 1, JALAN DESA TEBRAU, TAMAN DESA TEBRAU",2021-10-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DRINK COUNTER - (GROUND FLOOR) AEON MALL TAIPING,AEON CO. (M) BHD,"AEON MALL TAIPING LOT 8576 & 8577, JALAN KAMUNTING, TAIPING",2020-10-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DRINK COUNTER - AEON BANDAR DATO ONN,AEON CO. (M) BHD,"JLN DATO' ONN 3, KAWASAN PERINDUSTRIAN TEBRAU 3,",2021-11-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DRINK COUNTER - AEON BUKIT INDAH,AEON CO. (M) BHD,"8, JALAN INDAH 15/2, TAMAN BUKIT INDAH,",2020-10-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DRINK COUNTER - AEON CHERAS SELATAN,AEON CO. (M) BHD,"ARAS SATU, LEBUH TUN HUSSIEN ONN",2019-04-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DRINK COUNTER - AEON MALL SHAH ALAM,AEON CO. (M) BHD,"NO. 1, JALAN AKUATIK 13/64, SEKSYEN 13 SHAH ALAM",2022-09-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DRINK COUNTER - AEON MALL TAIPING,AEON CO. (M) BHD,"GROUND FLOOR, AEON MALL TAIPING, LOT 8576 & 8577, JALAN KAMUNTING, TAIPING",2020-04-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DRINK COUNTER - AEON QUEENSBAY,AEON CO. (M) BHD,"1F-61, QUEENSBAY MALL PERSIARAN BAYAN INDAH",2023-10-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DRINK COUNTER - AEON TAMAN MALURI,AEON CO. (M) BHD,"AEON TAMAN MALURI, TINGKAT BAWAH, JALAN JEJAKA, TAMAN MALURI, CHERAS, KL",2022-06-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DRINK COUNTER - AEON TAMAN UNIVERSITI,AEON CO. (M) BHD,"4, JALAN PENDIDIKAN, TAMAN UNIVERSITI, SKUDAI,",2020-10-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DRINK COUNTER - AEON WANGSA MAJU,AEON CO. (M) BHD,"JALAN R1, SEKSYEN 1, BANDAR BARU WANGSA MAJU",2019-04-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DRINK COUNTER AEON CHERAS SELATAN,AEON CO. (M) BHD,"LEBUH TUN HUSSIEN ONN, BALAKONG,",2021-11-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DRINK COUNTER AEON WANGSA MAJU,AEON CO. (M) BHD,"JALAN R1, SEKSYEN 1, BANDAR BARU WANGSA MAJU,",2021-11-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
"DRINK COUNTER, GROUND FLOOR, AEON MALL TAIPING",AEON CO. (M) BHD,"AEON MALL TAIPING LOT 8576 & 8577, JALAN KAMUNTING, TAIPING",2022-06-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DRINK COUNTER- AEON BUKIT INDAH,AEON CO. (M) BHD,"8, JALAN INDAH 15/2, TAMAN BUKIT INDAH,",2019-04-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DRINK COUNTER- AEON PERMAS JAYA,AEON CO. (M) BHD,"NO. 1, JAYA UTARA,, JALAN PERMAS 7, BANDAR BARU PERMAS JAYA, MASAI,",2019-04-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DRINK2U,CUPSULE KB ENTERPRISE,"LOT 181, JALAN PADANG GARONG",2021-05-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DRINKS & DESSERTS,SMART LEGACY SDN BHD,"LOT S 49, AEON MALL KOTA BAHRU KAMPUNG LEMBAH SIREH",2019-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DS FLAVOURS SDN BHD,MARRYBROWN SDN BHD (FORMERLY KNOWN AS MARRYBROWN FRIED CHICKEN SDN BHD),"MARRYBROWN RESTAURANT, SUNWAY LAGOON THEME PARK 3 JALAN PJS 11/11, BANDAR SUNWAY PETALING JAYA",2021-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DS FLAVOURS SDN BHD MARRYBROWN SUNWAY LAGOON,MARRYBROWN SDN BHD (FORMERLY KNOWN AS MARRYBROWN FRIED CHICKEN SDN BHD),"MARRYBROWN RESTAURANT, SUNWAY LAGOON THEME PARK 3 JALAN PJS 11/11, BANDAR SUNWAY PETALING JAYA",2021-11-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DS PEREMPUAN MAAHAD AHMADI,EMZ TECHNOLOGY,KG SRI ASAHAN GEMENCHEH,2025-02-28,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DUAI UNGGUL TRADING,DUAI UNGGUL TRADING,"NO 7, KAWASAN REHAT DAN RAWAT ARAH AJIL SELATAN, AJIL",2025-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DUBUYO AEON MALL BANDAR DATO ONN,DUBUYO SDN. BHD.,"LOT S26, SECOND FLOOR AEON MALL BANDAR DATO ONN, NO 3, JALAN DATO ONN 3, BANDAR DATO ONN 3,",2023-04-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DUBUYO AEON MALL NILAI,DUBUYO SDN. BHD.,"LOT S1, 2ND FLOOR, AEON MALL NILAI,NOMBOR 2, PERSIARAN PUSAT BANDAR, PUTRA POINT, PUTRA NILAI,",2023-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DUBUYO ALAMANDA PUTRAJAYA,DUBUYO SDN. BHD.,"LOT P04A, ALAMANDA SHOPPING CENTRE, JALAN ALAMANDA, PRESINT 1,",2024-10-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DUBUYO AMAN CENTRAL,DUBUYO SDN. BHD.,"LG-15 & 16 LOWER GF, AMAN CENTRAL MALL",2024-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DUBUYO BERJAYA TIMES SQUARE,DUBUYO SDN. BHD.,"POSTAL NO. 04-99 & 04-99A,  BERJAYA TIMES SQUARE, JALAN IMBI BUKIT BINTANG",2025-11-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
